"Fecha","Open","High","Low","Close","Adj.Close","Volume"
2007-01-02,497.910003662109,501.390014648438,497.859985351562,501,501,68535200
2007-01-03,501.480010986328,501.799987792969,499.850006103516,501.350006103516,501.350006103516,96484400
2007-01-04,498.200012207031,500.959991455078,497.929992675781,500.329986572266,500.329986572266,117535300
2007-01-05,498.390014648438,499.209991455078,494.040008544922,494.049987792969,494.049987792969,125123300
2007-01-08,495.369995117188,495.880004882812,491.420013427734,492.809997558594,492.809997558594,113168100
2007-01-09,495.040008544922,497.970001220703,494.359985351562,495.869995117188,495.869995117188,139352700
2007-01-10,493.899993896484,494.200012207031,490.929992675781,492.489990234375,492.489990234375,122569400
2007-01-11,495.5,500.320007324219,493.220001220703,500.160003662109,500.160003662109,137645400
2007-01-12,499.440002441406,503.309997558594,499.179992675781,502.839996337891,502.839996337891,119340200
2007-01-15,504.880004882812,506.109985351562,504.75,505.380004882812,505.380004882812,113805600
2007-01-16,505.940002441406,506.720001220703,504.25,504.809997558594,504.809997558594,111554500
2007-01-17,505.880004882812,506.049987792969,502.470001220703,505.260009765625,505.260009765625,127747600
2007-01-18,506.709991455078,508.640014648438,504.239990234375,505.529998779297,505.529998779297,141957400
2007-01-19,504.5,507.190002441406,502.75,507.119995117188,507.119995117188,131767800
2007-01-22,508.399993896484,509,502.329986572266,503.510009765625,503.510009765625,118759300
2007-01-23,503.839996337891,504.269989013672,498.970001220703,502.820007324219,502.820007324219,120595100
2007-01-24,504.440002441406,507.010009765625,503.260009765625,506.549987792969,506.549987792969,105489200
2007-01-25,506.790008544922,508.519989013672,502.149993896484,503.029998779297,503.029998779297,130900200
2007-01-26,499.649993896484,501.609985351562,496.619995117188,499.799987792969,499.799987792969,155112500
2007-01-29,499.690002441406,501.769989013672,498.470001220703,500.309997558594,500.309997558594,89481200
2007-01-30,500.010009765625,503.570007324219,499.130004882812,502.829986572266,502.829986572266,108027500
2007-01-31,502,502.959991455078,499.309997558594,499.809997558594,499.809997558594,133050500
2007-02-01,505.089996337891,507.920013427734,504.470001220703,505.589996337891,505.589996337891,153543400
2007-02-02,507.230010986328,508.390014648438,505.910003662109,506.779998779297,506.779998779297,133909900
2007-02-05,506.880004882812,506.880004882812,505.390014648438,506.190002441406,506.190002441406,93891600
2007-02-06,506.209991455078,509.350006103516,506.209991455078,507.399993896484,507.399993896484,133345400
2007-02-07,507.809997558594,509.880004882812,507.5,509.079986572266,509.079986572266,117011600
2007-02-08,508.350006103516,508.709991455078,503.809997558594,504.779998779297,504.779998779297,147673300
2007-02-09,507.320007324219,508.660003662109,507.029998779297,507.299987792969,507.299987792969,114508400
2007-02-12,504.630004882812,505.5,502.5,503.769989013672,503.769989013672,112818200
2007-02-13,504.070007324219,507,504.070007324219,506.660003662109,506.660003662109,117255100
2007-02-14,508.010009765625,508.640014648438,506.339996337891,508.070007324219,508.070007324219,127858800
2007-02-15,508.670013427734,509.179992675781,506.179992675781,507.769989013672,507.769989013672,133146500
2007-02-16,507.070007324219,508.5,505.790008544922,506.100006103516,506.100006103516,131989300
2007-02-19,507,510.869995117188,507,509.220001220703,509.220001220703,103708200
2007-02-20,509.470001220703,509.549987792969,504.910003662109,508.019989013672,508.019989013672,115672800
2007-02-21,509.839996337891,511.25,507.350006103516,508.779998779297,508.779998779297,240897800
2007-02-22,510.700012207031,512.469970703125,509.329986572266,509.329986572266,509.329986572266,168291200
2007-02-23,510.559997558594,511.450012207031,508.730010986328,510.609985351562,510.609985351562,127564700
2007-02-26,511.029998779297,512.380004882812,510.239990234375,511.170013427734,511.170013427734,126222300
2007-02-27,507.399993896484,507.399993896484,499.010009765625,500.329986572266,500.329986572266,213662300
2007-02-28,491.760009765625,496.220001220703,490.049987792969,490.209991455078,490.209991455078,283289500
2007-03-01,489.579986572266,493.709991455078,477.489990234375,481.959991455078,481.959991455078,355417500
2007-03-02,484.059997558594,486.190002441406,477.070007324219,480.200012207031,480.200012207031,215757000
2007-03-05,471.160003662109,476.769989013672,469.850006103516,475.589996337891,475.589996337891,201966200
2007-03-06,479.559997558594,479.769989013672,476.489990234375,478.160003662109,478.160003662109,170620900
2007-03-07,480.279998779297,483.519989013672,477.510009765625,481.899993896484,481.899993896484,171946600
2007-03-08,486.029998779297,489.369995117188,484.769989013672,489.029998779297,489.029998779297,179275500
2007-03-09,489.040008544922,492.019989013672,486.160003662109,490.350006103516,490.350006103516,160777700
2007-03-12,493.850006103516,494.399993896484,488.25,489.540008544922,489.540008544922,154905800
2007-03-13,489.980010986328,490.290008544922,484.380004882812,484.380004882812,484.380004882812,162629900
2007-03-14,476.559997558594,478.869995117188,473.079986572266,473.380004882812,473.380004882812,232179300
2007-03-15,480.239990234375,483.390014648438,477.130004882812,483.390014648438,483.390014648438,216574000
2007-03-16,482.420013427734,485.700012207031,480.630004882812,482.140014648438,482.140014648438,236076000
2007-03-19,490.049987792969,492.440002441406,486.970001220703,492.440002441406,492.440002441406,206039700
2007-03-20,494.820007324219,498.959991455078,490.880004882812,498.290008544922,498.290008544922,205115100
2007-03-21,497.940002441406,501.929992675781,497.929992675781,500.890014648438,500.890014648438,155302400
2007-03-22,507.920013427734,511.059997558594,505.890014648438,509.010009765625,509.010009765625,197468600
2007-03-23,508.850006103516,515.330017089844,507.350006103516,513.840026855469,513.840026855469,177462400
2007-03-26,514.72998046875,515.859985351562,507.25,508.799987792969,508.799987792969,183330000
2007-03-27,511.649993896484,511.980010986328,506.709991455078,508.209991455078,508.209991455078,131042800
2007-03-28,505.899993896484,506.720001220703,503,505.109985351562,505.109985351562,137438100
2007-03-29,507.5,511.880004882812,507.420013427734,511.850006103516,511.850006103516,121546300
2007-03-30,510.540008544922,514.460021972656,509.109985351562,510.5,510.5,139576200
2007-04-02,510.5,513.330017089844,509.760009765625,512.02001953125,512.02001953125,140558300
2007-04-03,514.679992675781,516.039978027344,512.489990234375,516.039978027344,516.039978027344,128129300
2007-04-04,517.799987792969,517.919982910156,515.669982910156,517.599975585938,517.599975585938,147280200
2007-04-05,517.260009765625,519.309997558594,516.169982910156,519.289978027344,519.289978027344,112099400
2007-04-10,519.260009765625,525.349975585938,519.130004882812,524.090026855469,524.090026855469,128617100
